Item Number,Description,Vendor,Category,Buyer,Planner,Item Type,Serialized (Y/N),Price,Unit of Measure,Manufacturers Part Number (MPN),Vendor,Vendor Part Number,Lead Time (Calendar Days),Handling Time (Logistics LT),Safety Stock,Minimum Order Quantity,Quantity per Carton,Cartons per Pallet,Carton Length,Carton Width,Carton Height,Carton Weight,Carton Dimensional Weight,ECCN,HTS,Costing Method,FA Type,Asset Account,GPU (Y/N),GPU Type,CPU Type,GPU Chip Count,GPU Core Count,RAM (Bytes),Local SSD (Y/N),SSD (Bytes),Local Disk (Y/N),Disk (Bytes),Network Interface Card (NIC) Count,Max Power Consumption (Watts)
String,String,String,List,,,List,List,Currency,List,String,List,String,Number,,Number,Number,,,,,,,,,,List,List,List,Boolean,String,String,Number,Number,Number,Boolean,Number,Boolean,Number,Number,Number
Mandatory,,Mandatory,Mandatory,,,,Mandatory,,Mandatory,Mandatory,,,Mandatory,,,,,,,,,,,,,Mandatory,,Mandatory,,,,,,,,,,,,
QSFP-100G-CWDM4-S-LU,"100GBASE CWDM4 QSFP Transceiver, LC, 2km over SMF Juniper/Arista/Mellanox Cumulus",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$208.00,Eaches,JNP-QSFP-100G-CWDM4-LU,Luma,JNP-QSFP-100G-CWDM4-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-DR-I-LU,"100GBASE DR QSFP Transceiver, LC, 500m over SMF Industrial Temperature Range Mellanox",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$315.00,Eaches,QSFP-100G-DR-I-LU,Luma,QSFP-100G-DR-I-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-DR-LU,"100GBASE DR QSFP Transceiver, LC, 500m over SMF Mellanox",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$295.00,Eaches,QSFP-100G-DR-LU,Luma,QSFP-100G-DR-S-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-DR-LWP-LU,"100GBASE DR QSFP Transceiver, LC, 500m over SMF Mellanox, Low Power 3.5W",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$295.00,Eaches,QSFP-100G-DR-LWP-LU,Luma,QSFP-100G-DR-LWP-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-DR-S-LU,"100GBASE DR QSFP Transceiver, LC, 500m over SMF Mellanox",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$295.00,Eaches,QSFP-100G-DR-S-LU,Luma,QSFP-100G-DR-S-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-DR1,100GBASE-DR1 QSFP28 Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$275.25,Eaches,QSFP-100G-DR1,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-ER4-LU,100GBASE-ER4 QSFP28 1310nm 40km Duplex LC SMF Juniper/Arista/Mellanox Cumulus,Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,"$2,000.00",Eaches,QSFP-100G-ER4-LU,Luma,QSFP-100G-ER4-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-LR-S-LU,"QSFP28 10KM LR1 Single Lambda 1310nm, Mellanox",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$375.00,Eaches,QSFP-100G-LR-S-LU,Luma,QSFP-100G-LR-S-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-LR4-AR,100GBASE-LR4 QSFP28 Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$295.00,Eaches,QSFP-100G-LR4-AR,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-LR4-LU,100GBASE-LR4 QSFP28 1310nm 10km DOM Transceiver Module (Juniper/Arista/Mellanox Cumulus Compatible),Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$300.00,Eaches,JNP-QSFP-100G-LR4-LU,Luma,JNP-QSFP-100G-LR4-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-SR4-AR,100GBASE-SR4 QSFP28 Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$93.25,Eaches,QSFP-100G-SR4-AR,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-SR4-I-LU,"100GBASE SR4 QSFP28 Transceiver, MPO, 100m over OM4 MMF Industrial Temperature Range -40 to 85°C (-40 to 185°F) Mellanox",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$336.00,Eaches,QSFP-100G-SR4-I-LU,Luma,QSFP-100G-SR4-I-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-SR4-LU,QSFP28 100GBASE-SR4 100-Gigabit Ethernet Module Juniper/Mellanox Cumulus/Arista Compatible,Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$68.00,Eaches,JNP-QSFP-100G-SR4-LU,Luma,JNP-QSFP-100G-SR4-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-ZR4-LU,100GBASE-ZR4 1310nm 80km Duplex LC/UPC SMF QSFP28 Optical Transceiver Module Juniper/Arista/Mellanox Cumulus Compatible,Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,"$2,200.00",Eaches,QSFP-100G-ZR4-LU,Luma,QSFP-100G-ZR4-LU,30,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-HDR-LU,100GBASE-LR4 QSFP28 Transceiver - HDR,Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$295.00,Eaches,QSFP-100G-HDR-LU,Luma,QSFP-100G-HDR-LU,30,1,,,,,,,,,,5A992,8517.62.0091,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP112-400G-VR4-LU,"400GBASE-VR4/SR4 850nm 50m MPO-12/APC MMF OSFP112 Optical Transceiver Module, CX7 Compatible",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$675.00,Eaches,QSFP112-400G-VR4-LU,Luma,QSFP112-400G-VR4-LU,42,1,,,,,,,,,,5A992,8517.62.0091,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-40G-LR4-LU,40GBASE-LR4 QSFP+ 1310nm 10km LC over SMF (Juniper/Arista/Mellanox Cumulus Compatible),Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$285.00,Eaches,JNP-QSFP-40G-LR4-LU,Luma,JNP-QSFP-40G-LR4-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-40G-SR4-AR,40GBASE-SR4 QSFP+  Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$39.00,Eaches,QSFP-40G-SR4-AR,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-DD-400G-DR4,"400GBASE-DR4 QSFP-DD PAM4 1310nm 500m DOM MPO-12/APC SMF SiPh-Based Optical Transceiver Module, Breakout to 4 x 100G-DR",Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$695.00,Eaches,QSFP-DD-400G-DR4,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-DD-400G-DR4-M,400GBASE-DR4 QSFP DD Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$695.00,Eaches,QSFP-DD-400G-DR4-M,Proficium,,14,,,,100,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-H40G-CU2M-LU,"40GBASE CR4 QSFP direct attach copper cable 2-meter, passive Juniper/Arista/Mellanox Cumulus",Luma,Optic,Jon Merendino,Swapnil Kale,Inventory,No,$36.00,Eaches,QSFP-H40G-CU2M-LU,Luma,QSFP-H40G-CU2M-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QUAD-4N-IL-2NIC,"Quad Server Chassis inc 4 x Ice Lake Servers (Dual NIC)(Quad Port 100Gb's
QSFP28 or Quad Port HDR100 QSFP56)",Avnet Inc.,Storage Server / Chassis,Swapnil Kale,Swapnil Kale,Inventory,Yes,"$29,411.00",Eaches,QUAD-4N-IL-2NIC,Avnet Inc.,QUAD-4N-IL-2NIC,,,,1,,,,,,,,5A992C,8471.50.0150,Specific,Configured Storage Server,144502,,,,,,,,,,,,
SDO150PG,Cablofil 6 INCH STANDARD DROPOUT KIT PRE-GALV,Cablofil,Consumables and Misc.,Dan,Dan Money,Inventory,No,,Eaches,SDO150PG,Graybar,26628143,,,,,,,,,,,,,,Average,Network Communication,144502,,,,,,,,,,,,
SFP-10G-ER-AR-LU,"10GBASE-ER SFP+, SMF, 1550nm, 10GB 40km (Juniper/Arista/Mellanox Cumulus Compatible)",Luma,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$141.00,Eaches,SFP-10G-ER-AR-LU,Luma,SFP-10G-ER-AR-LU,15,1,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SFP-10G-LR,10GBASE-LR SFP+ Transceiver,Proficium,Transceiver,Jon,Swapnil Kale,Inventory,No,$23.95,Eaches,SFP-10G-LR,Proficium,,7,,,,200,24,14 Inches,11 Inches,10 Inches,,,5A001,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SFP1G-LX-31,"Customized SFP 1000BASE-LX/LH 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module, Palo Alto Coded",FS.com,Transceiver,Dan,Dan Money,Inventory,No,$8.00,Eaches,SFP1G-LX-31,FS.com,SFP1G-LX-31,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SRX4100-AC,SRX4100 HW WITH TWO AC PSUHW ONLY MUST ORDER SRX4100-JSB SW,Juniper,Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,,Eaches,SRX4100-AC,ASA Computers,NW-CW-JNP-SRX4100-AC,21,2,,,1,1,40,30,15,60lbs,,5A002R,8517.62.0020,Specific,Switches,144502,,,,,,,,,,,,
UDM-PRO-MAX,"Cloud Gateway with 10 Gbps
Ubiquiti - Part#: UDM-PRO-MAX",SHI International Corp,IT Infrastructure,Jon,Jon Merendino,Non-Inventory Item,No,$585.00,Eaches,UDM-PRO-MAX,SHI International Corp,,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
UMC-GA1F1T,"Mini Unmanaged 1x 10/100/1000Base-T RJ45 to 1x 1000Base-X SFP Slot Gigabit Ethernet Media Converter, American Plug Standard",FS.com,Consumables and Misc.,Dan,Dan Money,Inventory,No,$29.00,Eaches,UMC-GA1F1T,FS.com,UMC-GA1F1T,,,,,,,,,,,,,,Average,Network Communication,144502,,,,,,,,,,,,
UMC-GA1F2T,"Mini Unmanaged 2x 10/100/1000Base-T RJ45 to 1x 1000Base-X SFP Slot Gigabit Ethernet Media Converter, American Plug Standard",FS.com,Consumables and Misc.,Dan,Dan Money,Inventory,No,$43.00,Eaches,UMC-GA1F2T,FS.com,UMC-GA1F2T,,,,,,,,,,,,,,Average,Network Communication,144502,,,,,,,,,,,,
USW-PRO-AGGREGATION,"FULLY MANAGED LAYER 3 SWITCH
Ubiquiti - Part#: USW-PRO-AGGREGATION",SHI International Corp,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,$849.00,Eaches,USW-PRO-AGGREGATION,SHI International Corp,,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
XDU100 #RM100,"SYS-821GE-TNHR-22-CI061*
2x Intel 8562Y+
32x 64GB DDR5
8 x SSDPF2KX076T1OS 2 x HDS-MMN-MTFDKBG1T9TFR-15
1 x 900-9D3B6-00CV-AA0
8 x MCX75310AAS-NEAT 1 x Nvidia H200 BB",Vertiv,CDU,Jon Merendino,Jon Merendino,Inventory,No,,Eaches,XDU100,Vertiv,XDU100,,,,,,,,,,,,,,Specific,Cabinets-Cages-Security,144502,,,,,,,,,,,,
USW-Enterprise-24-PoE,Ubiquiti Switch Enterprise 24 PoE delivers 12 2.5 GbE,Ubiquiti,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,$799.00,Eaches,USW-Enterprise-24-PoE,Ubiquiti,USW-Enterprise-24-PoE,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
USW-Pro-Max-24-PoE,Ubiquiti PRO Switch Enterprise 24 PoE delivers 12 2.5 GbE,Ubiquiti,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,$799.00,Eaches,USW-Pro-Max-24-PoE,Ubiquiti,USW-Pro-Max-24-PoE,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
USW-Enterprise-48-PoE,Ubiquiti Switch Enterprise 48 PoE delivers 12 2.5 GbE,Ubiquiti,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,"$1,599.00",Eaches,USW-Enterprise-48-PoE,Ubiquiti,USW-Enterprise-48-PoE,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
USW-Enterprise-24-PoE-EU,Ubiquiti Switch Enterprise 24 PoE delivers 12 2.5 GbE,Ubiquiti,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,"$1,745.71",Eaches,USW-Enterprise-24-PoE-EU,Ubiquiti,USW-Enterprise-24-PoE-EU,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
Ubiquiti EFG-EU,Ubiquiti EFG-EU Enterprise-grade 25 Gbps UniFi Cloud Gateway with 3 WAN ports,Ubiquiti,IT Infrastructure,Jon Merendino,Jon Merendino,Non-Inventory Item,No,"£3,566.42",Eaches,Ubiquiti EFG-EU,Ubiquiti,Ubiquiti EFG-EU,,,,,,,,,,,,,,Average,Computer Equipment,144500,,,,,,,,,,,,
NET-UFM-02,"SYS-111C-NR-UFM2-CI061*
1x Intel 8462Y+
4x 32GB DDR5
1x SSDPF2K076T1N1
1 x MCX623106AC-CDAT
1 x MCX75310AAS-NEAT 
1 x MCX631432AC-ADAB",Super Micro Computer Inc.,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$9,172.10",Eaches,SYS-111C-NR-UFM2-CI061*,Super Micro Computer Inc.,SYS-111C-NR-UFM2-CI061*,80,,,,,,,,,,,5A992C,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
z,"SYS-111C-NR-UFM3-CI061*
1x Intel 8562Y+
4x 32GB DDR5
1x SSDPF2K076T1N1
1 x MCX623106AC-CDAT
1 x MCX75310AAS-NEAT 
1 x MCX631432AC-ADAB",Super Micro Computer Inc.,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$9,172.10",Eaches,SYS-111C-NR-UFM3-CI061*,Super Micro Computer Inc.,SYS-111C-NR-UFM3-CI061*,80,,,,,,,,,,,5A992C,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
NET-UFM-01,"SYS-111C-NR*
1x Intel 8462Y+
4x 32GB DDR5
1x SSDPF2K076T1N1
1 x MBF2M516C-CECOT
1 x MCX75310AAS-NEAT 
1 x MCX631432AC-ADAB",Super Micro Computer Inc.,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$11,411.70",Eaches,SYS-111C-NR*,Super Micro Computer Inc.,SYS-111C-NR*,94,,,,,,,,,,,5A992C,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
NET-UFM-05,"111C-NR-OTO-94
1x SYS-111C-NR
1x Intel 8562Y+
4x 32GB DDR5-5600 2Rx8 ECC RDIMM
1x AOC-631432AC-ADAB
1x MCX631432AC-ADAB 
1x AOC-623106AC-CDAT
1x MCX623106AC-CDAT 
",Super Micro Computer Inc.,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$9,491.00",Eaches,111C-NR-OTO-94,Super Micro Computer Inc.,111C-NR-OTO-94,94,,,,,,,,,,,5A992C,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
SFP-10GLR-31,10GBASE-LR SFP+ 1310nm 10km DOM Duplex LC/UPC SMF Optical Transceiver Module for FS Switches,FS.com,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$27.00,Eaches,SFP-10GLR-31,FS.com,SFP-10GLR-31,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
3O250VAC,Walther SP 30a Plug With Cable Gland 4 Wire ,Walther,Machinery and Equipment,Jon Merendino,Jon Merendino,Inventory,No,$126.00,Eaches,3O250VAC,Walther,3O250VAC,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
3520VAC,Vane Type Double Pump,Vane,Machinery and Equipment,Jon Merendino,Jon Merendino,Inventory,No,"$1,000.00",Eaches,3520VAC,Vane,3520VAC,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
150-00056+A0,Netapp 150-00056 C-24VDX421C8/NB | Metered PDU Cabinet Distribution Unit vt,Netapp,UPS-PDUs,Jon Merendino,,Inventory,No,$350.00,Eaches,150-00056+A0,Netapp,150-00056+A0,,,,,,,,,,,,,,Average,PDU-UPS,144502,,,,,,,,,,,,
71643,"100GBASE-PSM4 QSFP28 1310nm 500m DOM MPO-12/APC SMF Optical Transceiver Module, Breakout to 4 x 25G-LR",LUMA,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$379.00,Eaches,JNP-QSFP-100G-CR4-LU,LUMA,JNP-QSFP-100G-CR4-LU,,,,,,,,,,,,5A991,8517.62.0090,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-100G-PC005,100G DAC NODE TO SWITCH 0.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$32.00,Eaches,QSFP-100G-PC005,FS,QSFP-100G-PC005,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC01,100G DAC NODE TO SWITCH 1 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$32.00,Eaches,QSFP-100G-PC01,FS,QSFP-100G-PC01,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC015,100G DAC NODE TO SWITCH 1.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$43.00,Eaches,QSFP-100G-PC015,FS,QSFP-100G-PC015,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC02,100G DAC NODE TO SWITCH 2 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$43.00,Eaches,QSFP-100G-PC02,FS,QSFP-100G-PC02,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC025,100G DAC NODE TO SWITCH 2.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$54.00,Eaches,QSFP-100G-PC025,FS,QSFP-100G-PC025,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC03,100G DAC NODE TO SWITCH 3 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$54.00,Eaches,QSFP-100G-PC03,FS,QSFP-100G-PC03,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC05,100G DAC NODE TO SWITCH 5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$77.00,Eaches,QSFP-100G-PC05,FS,QSFP-100G-PC05,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC04,100G DAC NODE TO SWITCH 4 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$69.00,Eaches,QSFP-100G-PC04,FS,QSFP-100G-PC04,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-PC06,100G DAC NODE TO SWITCH 6 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$85.00,Eaches,QSFP-100G-PC06,FS,QSFP-100G-PC06,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC005,40G > 4X10G DAC NODE TO SWITCH 0.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$40.00,Eaches,QSFP-40G-4SPC005,FS,QSFP-40G-4SPC005,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC01,40G > 4X10G DAC NODE TO SWITCH 1 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$43.00,Eaches,QSFP-40G-4SPC01,FS,QSFP-40G-4SPC01,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC015,40G > 4X10G DAC NODE TO SWITCH 1.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$43.00,Eaches,QSFP-40G-4SPC015,FS,QSFP-40G-4SPC015,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC02,40G > 4X10G DAC NODE TO SWITCH 2 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$57.00,Eaches,QSFP-40G-4SPC02,FS,QSFP-40G-4SPC02,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC03,40G > 4X10G DAC NODE TO SWITCH 3 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$69.00,Eaches,QSFP-40G-4SPC03,FS,QSFP-40G-4SPC03,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC04,40G > 4X10G DAC NODE TO SWITCH 4 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$76.00,Eaches,QSFP-40G-4SPC04,FS,QSFP-40G-4SPC04,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC05,40G > 4X10G DAC NODE TO SWITCH 5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$83.00,Eaches,QSFP-40G-4SPC05,FS,QSFP-40G-4SPC05,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-4SPC07,40G > 4X10G DAC NODE TO SWITCH 7 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$129.00,Eaches,QSFP-40G-4SPC07,FS,QSFP-40G-4SPC07,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-PC01,40G DAC NODE TO SWITCH 1 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$28.00,Eaches,QSFP-40G-PC01,FS,QSFP-40G-PC01,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-PC015,40G DAC NODE TO SWITCH 1.5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$30.00,Eaches,QSFP-40G-PC015,FS,QSFP-40G-PC015,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-PC02,40G DAC NODE TO SWITCH 2 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$33.00,Eaches,QSFP-40G-PC02,FS,QSFP-40G-PC02,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-PC03,40G DAC NODE TO SWITCH 3 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$35.00,Eaches,QSFP-40G-PC03,FS,QSFP-40G-PC03,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-40G-PC05,40G DAC NODE TO SWITCH 5 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$51.00,Eaches,QSFP-40G-PC05,FS,QSFP-40G-PC05,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-2QPC03,100G > 2X50G DAC NODE TO SWITCH 3 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$109.00,Eaches,QSFP-100G-2QPC03,FS,QSFP-100G-2QPC03,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-2QPC04,100G > 2X50G DAC NODE TO SWITCH 4 METER,FS,Cabling,Jon,Swapnil Kale,Inventory,No,$119.00,Eaches,QSFP-100G-2QPC04,FS,QSFP-100G-2QPC04,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-100G-4SAO10,10m (33ft) Generic Compatible 100G QSFP28 to 4 x 25G SFP28 Active Optical Breakout Cable,FS,Optic,Jon,Swapnil Kale,Inventory,No,$217.00,Eaches,QSFP-100G-4SAO10,FS,QSFP-100G-4SAO10,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
MFP7E40-N007 ,7M MPO FIBER,Mellanox,Cabling,Jon,Swapnil Kale,Inventory,No,$148.00,Eaches,MFP7E40-N007 ,Mellanox,MFP7E40-N007 ,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
OSP-CPU1-01,"SYS-121H-TNR*
2 x 6442Y
16x 16GB DDR5
1 x Micron 7450 960G M.2
1 x Micron 7450 7.68T U.2 
1 x MBF2H536C-CECOT",Super Micro Computer Inc.,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,,Eaches,SYS-121H-TNR*,Super Micro Computer Inc.,SYS-121H-TNR*,94,,,,,,,,,,,5A992C,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
AS-1114S-WTRT-202107,"Supermicro AS-1114S-WTRT 1U WIO with 10 hot-swap SATA bays and dual 10GbE
Single AMD EPYC™ 7003/7002 Series Processor
8 DIMMs; up to 2TB 3DS ECC
DDR4-3200MHz RDIMM/LRDIMM
2 PCIe 4.0 x16 FHFL slots
1 PCIe 4.0 x16 LP slot",,CPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$3,913.68",Eaches,AS-1114S-WTRT-202107,,AS-1114S-WTRT-202107,,,,,,,,,,,,,8471.49.0000,Specific,Configured CPU Server,144502,,,,,,,,,,,,
